"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Evian-les-Bains";"Elem";"ce.0741506k@ac-grenoble.fr";"74500";"Ecole primaire publique Les Hauts d'Evian EVIAN LES BAINS";"Haute-Savoie";"Route De L'X, Chez Bruchon";"Public"
"Saint-Eustache";"Mater";"ce.0741537u@ac-grenoble.fr";"74410";"Ecole maternelle publique ST EUSTACHE";"Haute-Savoie";"Chef Lieu";"Public"
"Beaumont";"Mater";"ce.0741563x@ac-grenoble.fr";"74160";"Ecole maternelle publique Beaupre BEAUMONT";"Haute-Savoie";"135 Rue De Beaupré";"Public"
"Annemasse";"Elem";"ce.0741697t@ac-grenoble.fr";"74100";"Ecole primaire publique St Exupery ANNEMASSE";"Haute-Savoie";"Rue Naly";"Public"
"Cranves-Sales";"Elem";"ce.0741749z@ac-grenoble.fr";"74380";"Ecole primaire publique Les Sources CRANVES SALES";"Haute-Savoie";"751 Route Des Picolettes";"Public"
"Excenevex";"Elem";"ce.0741763p@ac-grenoble.fr";"74140";"Ecole élémentaire publique Marcel Forax EXCENEVEX";"Haute-Savoie";"104 Rue Des Ecoles";"Public"
"Thonon-les-Bains";"Elem";"ce.0741773a@ac-grenoble.fr";"74200";"Ecole élémentaire privée The international school of Haute-Savoie";"Haute-Savoie";"40 Bis Avenue Des Vallées";"Privé"
"Meyzieu";"Elem";"ce.0694273v@ac-lyon.fr";"69330";"Ecole primaire Apprentis'sages";"Rhône";"5 Chemin Du Gravier Blanc";"Privé"
"Saint-Cyr-au-Mont-d'Or";"Elem";"ce.0694318u@ac-lyon.fr";"69450";"Ecole primaire privée L'Envolée";"Rhône";"611 Route Du Mont Thou";"Privé"
"Saint-Georges-de-Reneins";"Elem";"ce.0694247@ac-lyon.fr";"69830";"Ecole primaire Ozanam du Beaujolais - Val de Saône";"Rhône";"180 Place De L'Eglise";"Privé"
"Montrottier";"Elem";"ce.0691906x@ac-lyon.fr";"69770";"Ecole primaire privée Saint Joseph";"Rhône";"Rue De La Dime";"Privé"
"Soucieu-en-Jarrest";"Elem";"ce.0691923r@ac-lyon.fr";"69510";"Ecole primaire privée Saint Julien";"Rhône";"3 Rue Abbé Deflotrière";"Privé"
"Lyon 5e  Arrondissement";"Elem";"ce.0691963j@ac-lyon.fr";"69322";"Ecole primaire privée Notre Dame des Minimes";"Rhône";"63 Rue Des Aqueducs";"Privé"
"Lyon 5e  Arrondissement";"Elem";"ce.0691964k@ac-lyon.fr";"69322";"Ecole primaire privée La Favorite";"Rhône";"25 Avenue Du Point Du Jour";"Privé"
"Lyon 8e  Arrondissement";"Elem";"ce.0691970s@ac-lyon.fr";"69008";"Ecole primaire privée Pierre Termier";"Rhône";"20 Rue Des Alouettes";"Privé"
"Lyon 4e  Arrondissement";"Elem";"ce.0691995u@ac-lyon.fr";"69004";"Ecole primaire privée Charles Demia";"Rhône";"112 Rue Hénon";"Privé"
"Lyon 6e  Arrondissement";"Elem";"ce.0692003c@ac-lyon.fr";"69006";"Ecole primaire privée Notre Dame de Bellecombe";"Rhône";"64 Rue D'Inkermann";"Privé"
"Vindry-sur-Turdine";"Elem";"ce.0692081m@ac-lyon.fr";"69490";"Ecole primaire privée Sainte Eva";"Rhône";"Place De L'Eglise, Les Olmes";"Privé"
"Saint-Vincent-de-Reins";"Elem";"ce.0692087u@ac-lyon.fr";"69240";"Ecole primaire privée Champagnat";"Rhône";"2 Chemin De Champagnat";"Privé"
"Tassin-la-Demi-Lune";"Elem";"ce.0692123h@ac-lyon.fr";"69160";"Ecole primaire privée Saint Claude";"Rhône";"62 Avenue Du 8 Mai 1945";"Privé"
"Thurins";"Elem";"ce.0692124j@ac-lyon.fr";"69510";"Ecole primaire privée Les Chemins de Saint Jacques";"Rhône";"8 Route D'Yzeron";"Privé"
"Villeurbanne";"Elem";"ce.0692133u@ac-lyon.fr";"69100";"Ecole primaire privée Mère Teresa";"Rhône";"37 Rue Gervais Bussière";"Privé"
"Collonges-au-Mont-d'Or";"Elem";"ce.0692140b@ac-lyon.fr";"69660";"Ecole primaire privée Jeanne d'Arc";"Rhône";"2 Allée Du Colombier, Bp 55";"Privé"
"Feyzin";"Elem";"ce.0692177s@ac-lyon.fr";"69320";"Ecole primaire privée Saint Roch";"Rhône";"6 Rue De La Garenne";"Privé"
"Saint-Symphorien-d'Ozon";"Elem";"ce.0692331j@ac-lyon.fr";"69360";"Ecole primaire privée Saint Claude La Colombière";"Rhône";"1 Rue Du Parc";"Privé"
"Le Bouchet-Saint-Nicolas";"Elem";"ce.0430226m@ac-clermont.fr";"43510";"Ecole élémentaire";"Haute-Loire";"Le Bourg";"Public"
"Séneujols";"Elem";"ce.0430258x@ac-clermont.fr";"43510";"Ecole Elémentaire";"Haute-Loire";"Le Bourg";"Public"
"Lélex";"Elem";"ce.0010106k@ac-lyon.fr";"01410";"Ecole élémentaire";"Ain";"111 Rue Des Lapidaires";"Public"
"Saint-Genis-Pouilly";"Elem";"ce.0010116w@ac-lyon.fr";"01630";"Ecole primaire Prégnin";"Ain";"61 Rue Du Fierney";"Public"
"Crozet";"Elem";"ce.0010131m@ac-lyon.fr";"01170";"Ecole primaire Les Chardons Bleus";"Ain";"Chemin Du Croux";"Public"
"Martignat";"Elem";"ce.0010139w@ac-lyon.fr";"01100";"ECOLE ELEMENTAIRE PUBLIQUE";"Ain";"Rue Des Ecoles";"Public"
"Oyonnax";"Elem";"ce.0010141y@ac-lyon.fr";"01100";"Ecole primaire";"Ain";"Rue Louis Pergaud, Veyziat";"Public"
"Charix";"Elem";"ce.0010145c@ac-lyon.fr";"01130";"Ecole élémentaire";"Ain";"Village Village D'En Bas";"Public"
"Béard-Géovreissiat";"Elem";"ce.0010146d@ac-lyon.fr";"01460";"Ecole primaire";"Ain";"16 Impasse De L'Ecole";"Public"
"Les Neyrolles";"Elem";"ce.0010154m@ac-lyon.fr";"01130";"Ecole primaire";"Ain";"Rue De La Devy";"Public"
"Oyonnax";"Elem";"ce.0010158s@ac-lyon.fr";"01100";"Ecole primaire";"Ain";"87 Rue De Geilles";"Public"
"Oyonnax";"Elem";"ce.0010183u@ac-lyon.fr";"01100";"Ecole élémentaire Pasteur Sud";"Ain";"8 Rue Molière";"Public"
"Oyonnax";"Mater";"ce.0010187y@ac-lyon.fr";"01100";"Ecole maternelle Simone Veil";"Ain";"9 Rue Du Maquis";"Public"
"Oyonnax";"Mater";"ce.0010188z@ac-lyon.fr";"01100";"Ecole maternelle Centre";"Ain";"17 Rue Michelet";"Public"
"Bourg-en-Bresse";"Elem";"ce.0010193e@ac-lyon.fr";"01000";"Ecole primaire Lazare Carnot";"Ain";"1 Rue Viala";"Public"
"Plateau d'Hauteville";"Elem";"ce.0010207v@ac-lyon.fr";"01110";"Ecole élémentaire de Thézillieu";"Ain";"Route De L'Eglise, Thezillieu";"Public"
"Artemare";"Elem";"ce.0010228t@ac-lyon.fr";"01510";"Ecole élémentaire";"Ain";"Rue Des Ecoles";"Public"
"Trévoux";"Elem";"ce.0010239e@ac-lyon.fr";"01600";"Ecole élémentaire Béluizon";"Ain";"730 Chemin Des Corbettes";"Public"
"Trévoux";"Elem";"ce.0010240f@ac-lyon.fr";"01600";"GROUPE SCOLAIRE DU FIL D'OR";"Ain";"170 Avenue  Guigue";"Public"
"Villars-les-Dombes";"Elem";"ce.0010259b@ac-lyon.fr";"01330";"ECOLE SIMONE VEIL";"Ain";"Place De Verdun";"Public"
"Monthieux";"Elem";"ce.0010264g@ac-lyon.fr";"01390";"Ecole primaire";"Ain";"Village";"Public"
"Bourg-en-Bresse";"Elem";"ce.0010270n@ac-lyon.fr";"01000";"Ecole primaire privée Notre-Dame";"Ain";"8 Rue De Varenne";"Privé"
"Chevry";"Elem";"ce.0010297t@ac-lyon.fr";"01170";"Ecole primaire privée Sainte Marie";"Ain";"Route De Saint Maurice";"Privé"
"Dagneux";"Elem";"ce.0010299v@ac-lyon.fr";"01120";"Ecole primaire privée Saint Louis";"Ain";"Rue Du Pensionnat";"Privé"
"Perrex";"Elem";"ce.0010312j@ac-lyon.fr";"01540";"Ecole primaire";"Ain";"67 Grande Rue";"Public"
"Pont-de-Veyle";"Elem";"ce.0010329c@ac-lyon.fr";"01290";"Ecole primaire";"Ain";"10 Rue De Jouvancy";"Public"
"Laiz";"Elem";"ce.0010339n@ac-lyon.fr";"01290";"Ecole primaire";"Ain";"Le Bourg";"Public"
"Tramoyes";"Elem";"ce.0010384m@ac-lyon.fr";"01390";"Ecole primaire Robert Doisneau";"Ain";"59 Rue Du Marquis De Sallmard";"Public"
"Bâgé-le-Châtel";"Elem";"ce.0010386p@ac-lyon.fr";"01380";"Ecole primaire";"Ain";"La Gripiniere";"Public"
"Saint-Jean-de-Thurigneux";"Elem";"ce.0010389t@ac-lyon.fr";"01390";"Ecole primaire";"Ain";"Le Village";"Public"
"Chézery-Forens";"Elem";"ce.0010390u@ac-lyon.fr";"01410";"Ecole primaire";"Ain";"Chef Lieu";"Public"
"Pougny";"Elem";"ce.0010400e@ac-lyon.fr";"01550";"Ecole primaire";"Ain";"130 Rue Mairie";"Public"
"Condamine";"Elem";"ce.0010406l@ac-lyon.fr";"01430";"ECOLE ELEMENTAIRE PUBLIQUE";"Ain";"3 Rue De La Croix - Rousse";"Public"
"Haut Valromey";"Elem";"ce.0010409p@ac-lyon.fr";"01260";"Ecole primaire";"Ain";"10 Rue De La Croix, Hotonnes";"Public"
"Châtillon-la-Palud";"Elem";"ce.0010457s@ac-lyon.fr";"01320";"Ecole primaire La Pépinière";"Ain";"244 Route De Gévrieux, Chatillon Le Bas";"Public"
"Lagnieu";"Elem";"ce.0010466b@ac-lyon.fr";"01150";"Ecole élémentaire Les Charmettes";"Ain";"161 Rue Des Charmettes";"Public"
"Lagnieu";"Mater";"ce.0010467c@ac-lyon.fr";"01150";"Ecole maternelle Centre";"Ain";"12 Rue Des Ecoles";"Public"
"Ambutrix";"Elem";"ce.0010469e@ac-lyon.fr";"01500";"Ecole primaire";"Ain";"9 Rue De Ternant";"Public"
"Montluel";"Elem";"ce.0010491d@ac-lyon.fr";"01120";"Ecole élémentaire Alphonse Daudet";"Ain";"Route De Jailleux";"Public"
"Montluel";"Mater";"ce.0010494g@ac-lyon.fr";"01120";"Ecole Maternelle";"Ain";"88 Chemin De L'École, Jailleux";"Public"
"La Boisse";"Elem";"ce.0010505u@ac-lyon.fr";"01120";"ECOLE ELEMENTAIRE BRUNET";"Ain";"277 Rue Joseph Guinet";"Public"
"Faramans";"Elem";"ce.0010513c@ac-lyon.fr";"01800";"ECOLE MARLIEN";"Ain";"Le Bourg";"Public"
"Villieu-Loyes-Mollon";"Mater";"ce.0010518h@ac-lyon.fr";"01800";"Ecole maternelle publique du Toison";"Ain";"Rue Des Ecoles, Loyes";"Public"
"Meximieux";"Elem";"ce.0010521l@ac-lyon.fr";"01800";"Ecole élémentaire Le Ménel";"Ain";"1254 Rue Docteur Berthier";"Public"
"Pérouges";"Elem";"ce.0010527t@ac-lyon.fr";"01800";"Ecole élémentaire";"Ain";"253 Route De Péage";"Public"
"Billiat";"Elem";"ce.0010590l@ac-lyon.fr";"01200";"Ecole primaire";"Ain";"Place De La Mairie";"Public"
"Saint-Germain-de-Joux";"Elem";"ce.0010602z@ac-lyon.fr";"01130";"Ecole primaire";"Ain";"Chef Lieu";"Public"
"Valserhône";"Elem";"ce.0010605c@ac-lyon.fr";"01200";"Ecole primaire";"Ain";"510 Rue Du Mont Blanc, Chatillon En Michaille";"Public"
"Belley";"Mater";"ce.0010608f@ac-lyon.fr";"01300";"Ecole maternelle";"Ain";"4 Rue Des Cordeliers";"Public"
"Brégnier-Cordon";"Elem";"ce.0010613l@ac-lyon.fr";"01300";"Ecole primaire du Lynx";"Ain";"812 Rue De La Mairie, Bregnier Village";"Public"
"Cressin-Rochefort";"Elem";"ce.0010616p@ac-lyon.fr";"01350";"ECOLE ELEMENTAIRE PUBLIQUE";"Ain";"Place Mairie";"Public"
"Massignieu-de-Rives";"Elem";"ce.0010620u@ac-lyon.fr";"01300";"Ecole primaire";"Ain";"Place De La Fontaine";"Public"
"L'Abergement-Clémenciat";"Elem";"ce.0010670y@ac-lyon.fr";"01400";"Ecole primaire";"Ain";"80 Route De La Fontaine, Au Pont Du Village";"Public"
"Biziat";"Elem";"ce.0010671z@ac-lyon.fr";"01290";"Ecole élémentaire";"Ain";"A Route Des Rutets, Le Bourg";"Public"
"Saint-André-le-Bouchoux";"Mater";"ce.0010682l@ac-lyon.fr";"01240";"Ecole maternelle";"Ain";"Le Village";"Public"
"Béréziat";"Elem";"ce.0010709r@ac-lyon.fr";"01340";"Ecole élémentaire";"Ain";"58 Place De L'École, Le Bourg";"Public"
"Curtafond";"Elem";"ce.0010714w@ac-lyon.fr";"01310";"Ecole élémentaire";"Ain";"Le Village";"Public"
"Bresse Vallons";"Elem";"ce.0010715x@ac-lyon.fr";"01340";"Ecole primaire";"Ain";"5 Place De L'Ecole, Etrez";"Public"
"Boz";"Elem";"ce.0010732r@ac-lyon.fr";"01190";"Ecole élémentaire";"Ain";"30 Rue De L'École, Mortelle";"Public"
"Drom";"Elem";"ce.0010750k@ac-lyon.fr";"01250";"Ecole élémentaire";"Ain";"Le Village";"Public"
"Jasseron";"Elem";"ce.0010753n@ac-lyon.fr";"01250";"Ecole primaire";"Ain";"Le Village";"Public"
"Revonnas";"Elem";"ce.0010755r@ac-lyon.fr";"01250";"Ecole primaire";"Ain";"Chemin Des Ecoliers";"Public"
"Simandre-sur-Suran";"Elem";"ce.0010758u@ac-lyon.fr";"01250";"Ecole primaire";"Ain";"Chemin De La Grand Fin";"Public"
"Montagnat";"Elem";"ce.0010763z@ac-lyon.fr";"01250";"Ecole primaire";"Ain";"1655 Route Du Village";"Public"
"Bourg-en-Bresse";"Elem";"ce.0010803t@ac-lyon.fr";"01000";"Ecole primaire Louis Parant";"Ain";"10 Rue Des Blanchisseries";"Public"
"Gex";"Elem";"ce.0010830x@ac-lyon.fr";"01170";"Ecole primaire privée Jeanne d'Arc";"Ain";"273 Rue De Genève";"Privé"
"Marboz";"Elem";"ce.0010838f@ac-lyon.fr";"01851";"Ecole primaire privée Saint Joseph";"Ain";"182 Avenue De Bourgogne";"Privé"
"Miribel";"Elem";"ce.0010841j@ac-lyon.fr";"01701";"Ecole primaire privée Saint Joseph";"Ain";"27 Rue Henri Grobon";"Privé"
"Montluel";"Elem";"ce.0010842k@ac-lyon.fr";"01120";"Ecole primaire privée Saint Vincent de Paul";"Ain";"310 Grande Rue";"Privé"
"Valserhône";"Elem";"ce.0010879a@ac-lyon.fr";"01200";"Ecole primaire Les Montagniers";"Ain";"2 Rue Marius Marinet, Bellegarde Sur Valserine";"Public"
"Blyes";"Elem";"ce.0010881c@ac-lyon.fr";"01150";"Ecole primaire";"Ain";"99 Chemin De Ruvaison";"Public"
"Bellignat";"Elem";"ce.0010922x@ac-lyon.fr";"01100";"Ecole élémentaire Les Sources";"Ain";"Rue Des Ecoles, Bp 104";"Public"
"Injoux-Génissiat";"Elem";"ce.0010961p@ac-lyon.fr";"01200";"Ecole primaire des Balmettes";"Ain";"3 Rue Des Ecoles, Genissiat";"Public"
"Saint-Denis-lès-Bourg";"Mater";"ce.0010969y@ac-lyon.fr";"01000";"Ecole maternelle Les Vavres";"Ain";"71 Chemin Des Lazaristes";"Public"
"Bourg-en-Bresse";"Elem";"ce.0010972b@ac-lyon.fr";"01000";"Ecole primaire Les Dîmes";"Ain";"7 Rue Du Revermont";"Public"
"Belley";"Mater";"ce.0010991x@ac-lyon.fr";"01300";"Ecole maternelle La Rodette";"Ain";"Chemin De La Rodette";"Public"
"Saint-Etienne-sur-Chalaronne";"Elem";"ce.0011014x@ac-lyon.fr";"01140";"Ecole primaire";"Ain";"7 Rue Dombes";"Public"
"Miribel";"Elem";"ce.0011028m@ac-lyon.fr";"01700";"Ecole primaire Groupe scolaire du Centre";"Ain";"Place De L'Hôtel De Ville";"Public"
"Loyettes";"Elem";"ce.0011030p@ac-lyon.fr";"01360";"GROUPE SCOLAIRE SAINT-EXUPERY";"Ain";"348 Rue Du Carillon";"Public"
"Gex";"Mater";"ce.0011038y@ac-lyon.fr";"01170";"Ecole maternelle Parozet";"Ain";"Rue De L'Oudar";"Public"
"Artemare";"Mater";"ce.0011076p@ac-lyon.fr";"01510";"Ecole maternelle";"Ain";"5 Rue Des Ecoles";"Public"
"Valserhône";"Elem";"ce.0011087b@ac-lyon.fr";"01200";"Ecole primaire Arlod";"Ain";"287 Rue Centrale, Bellegarde Sur Valserine";"Public"
"Dagneux";"Elem";"ce.0011089d@ac-lyon.fr";"01120";"Ecole élémentaire";"Ain";"Place Des Tilleuls";"Public"
"Leyment";"Elem";"ce.0011099p@ac-lyon.fr";"01150";"ECOLE DU MUGUET";"Ain";"159 Rue De L'Ecole";"Public"
"Divonne-les-Bains";"Elem";"ce.0011107y@ac-lyon.fr";"01220";"Ecole élémentaire Centre";"Ain";"133 Rue Du Mont Blanc";"Public"
"Saint-Trivier-sur-Moignans";"Elem";"ce.0011127v@ac-lyon.fr";"01990";"Ecole primaire";"Ain";"Rue De La République";"Public"
"Bourg-en-Bresse";"Elem";"ce.0011148t@ac-lyon.fr";"01000";"Ecole primaire Charles Péguy";"Ain";"12 Rue Henri Dunant";"Public"
"Ceyzériat";"Elem";"ce.0011177z@ac-lyon.fr";"01250";"ECOLE ELEMENTAIRE DU VALLON";"Ain";"31 Rue A. Dumas";"Public"
"Valserhône";"Elem";"ce.0011208h@ac-lyon.fr";"01200";"Ecole primaire Le Grand Clos";"Ain";"Rue Corneille, Bellegarde Sur Valserine";"Public"
"Meximieux";"Elem";"ce.0011217t@ac-lyon.fr";"01800";"Ecole élémentaire La Bovagne";"Ain";"Rue De Beauvallon";"Public"
"Francheleins";"Elem";"ce.0011219v@ac-lyon.fr";"01090";"Ecole primaire";"Ain";"Place De La Mairie";"Public"
"Villieu-Loyes-Mollon";"Elem";"ce.0011221x@ac-lyon.fr";"01800";"Ecole élémentaire";"Ain";"Rue Des Écoles";"Public"
"Viriat";"Elem";"ce.0011229f@ac-lyon.fr";"01440";"Ecole élementaire";"Ain";"96 Rue Des Greffets";"Public"
"Buellas";"Elem";"ce.0011232j@ac-lyon.fr";"01310";"Ecole primaire Les Condamines";"Ain";"1 Place De Catalina, Le Bourg";"Public"
"Trévoux";"Elem";"ce.0011238r@ac-lyon.fr";"01600";"Ecole primaire privée La Sidoine";"Ain";"12 Rue De La Sidoine";"Privé"
"Jassans-Riottier";"Elem";"ce.0011248b@ac-lyon.fr";"01480";"Ecole élémentaire Champ Bouvier";"Ain";"Allée Du Marmont";"Public"
"Ambérieu-en-Bugey";"Elem";"ce.0011265v@ac-lyon.fr";"01500";"Ecole élémentaire Jean Jaurès";"Ain";"48 Rue Jean Jaurès";"Public"
"Champagne-en-Valromey";"Elem";"ce.0011282n@ac-lyon.fr";"01260";"Ecole primaire privée Montessori";"Ain";"104 Route Du Col De Richemont";"Privé"
"Saint-Maurice-de-Gourdans";"Elem";"ce.0011314y@ac-lyon.fr";"01800";"Ecole primaire";"Ain";"10 Route De La Charriere";"Public"
"Saint-Didier-d'Aussiat";"Elem";"ce.0011318c@ac-lyon.fr";"01340";"Ecole primaire Le Bocage";"Ain";"Le Village";"Public"
"Cessy";"Elem";"ce.0011340b@ac-lyon.fr";"01170";"Ecole élémentaire";"Ain";"215 Rue Joseph Léger";"Public"
"Bourg-en-Bresse";"Elem";"ce.0011368g@ac-lyon.fr";"01000";"Ecole primaire Le Peloux";"Ain";"106 Passage  De L'École Du Peloux";"Public"
"Ferney-Voltaire";"Elem";"ce.0011397n@ac-lyon.fr";"01210";"ECOLE PRIMAIRE  PRIVEE LES PETITS POLYGLOTTES";"Ain";"15 Chemin De Vireloup, Le Keynes";"Privé"
"Saint-Martinien";"Elem";"ce.0030165n@ac-clermont.fr";"03380";"Ecole élémentaire publique";"Allier";"7 Rue Ecole";"Public"
"Saint-Loup";"Elem";"ce.0030170u@ac-clermont.fr";"03150";"Ecole primaire publique Les Petits Loups";"Allier";"Route Nationale 7";"Public"
"Saint-Hilaire";"Elem";"ce.0030178c@ac-clermont.fr";"03440";"Ecole Primaire Publique";"Allier";"6  Route, Le Bourg";"Public"
"Saint-Gérand-de-Vaux";"Mater";"ce.0030187m@ac-clermont.fr";"03340";"Ecole maternelle publique";"Allier";"7 Place Mairie";"Public"
"Saint-Genest";"Mater";"ce.0030188n@ac-clermont.fr";"03310";"Ecole maternelle publique";"Allier";"Le Bourg";"Public"
"Saulzet";"Elem";"ce.0030205g@ac-clermont.fr";"03800";"Ecole élémentaire";"Allier";"2 Rue De L'Ecole";"Public"
"Teillet-Argenty";"Elem";"ce.0030218w@ac-clermont.fr";"03410";"Ecole Primaire";"Allier";"23 Grand'Rue";"Public"
"Terjat";"Elem";"ce.0030220y@ac-clermont.fr";"03420";"Ecole élémentaire";"Allier";"Le Bourg";"Public"
"La Petite-Marche";"Mater";"ce.0030258p@ac-clermont.fr";"03420";"Ecole maternelle";"Allier";"Le Bourg";"Public"
"Le Pin";"Mater";"ce.0030261t@ac-clermont.fr";"03130";"Ecole maternelle Le Jardin des Mots";"Allier";"11 Rue Ecoles";"Public"
"Pouzy-Mésangy";"Elem";"ce.0030263v@ac-clermont.fr";"03320";"Ecole Primaire";"Allier";"Le Bourg";"Public"
"Quinssaines";"Elem";"ce.0030267z@ac-clermont.fr";"03380";"Ecole Primaire";"Allier";"Route Saint-Martinien";"Public"
"Rongères";"Elem";"ce.0030270c@ac-clermont.fr";"03150";"Ecole Primaire";"Allier";"2 Place Tilleuls";"Public"
"Saint-Bonnet-de-Rochefort";"Elem";"ce.0030276j@ac-clermont.fr";"03800";"Ecole Primaire";"Allier";"35 Avenue Mairie";"Public"
"Montvicq";"Elem";"ce.0030312y@ac-clermont.fr";"03170";"Ecole Primaire";"Allier";"Rue De La Gare";"Public"
"Moulins";"Elem";"ce.0030331u@ac-clermont.fr";"03000";"Ecole primaire Les Gâteaux";"Allier";"50 Avenue Du Général De Gaulle";"Public"
"Néris-les-Bains";"Mater";"ce.0030339c@ac-clermont.fr";"03310";"Ecole maternelle";"Allier";"Rue Monthyon";"Public"
"Molles";"Elem";"ce.0030348m@ac-clermont.fr";"03300";"Ecole primaire Jean Zay";"Allier";"29 Rue Du Bourg";"Public"
"Montilly";"Elem";"ce.0030366g@ac-clermont.fr";"03000";"Ecole Primaire";"Allier";"2 Place De La Mairie";"Public"
"Montluçon";"Elem";"ce.0030393l@ac-clermont.fr";"03100";"Ecole élémentaire Aristide Briand";"Allier";"233 Avenue Du Président Auriol";"Public"
"Haut-Bocage";"Elem";"ce.0030424v@ac-clermont.fr";"03190";"Ecole élémentaire de Maillet";"Allier";"Le Bourg, Maillet";"Public"
"Le Mayet-de-Montagne";"Elem";"ce.0030433e@ac-clermont.fr";"03250";"Ecole primaire Yves Duteil";"Allier";"Avenue Du Lac";"Public"
"Mazirat";"Elem";"ce.0030436h@ac-clermont.fr";"03420";"Ecole élémentaire";"Allier";"3 Route Barrage De Rochebut";"Public"
"Ygrande";"Elem";"ce.0030451z@ac-clermont.fr";"03160";"Ecole Primaire";"Allier";"3 Hameau Beauregard";"Public"
"Vichy";"Mater";"ce.0030456e@ac-clermont.fr";"03200";"Ecole maternelle Lyautey";"Allier";"13 Rue Du Maréchal Lyautey";"Public"
"Villeneuve-sur-Allier";"Elem";"ce.0030465p@ac-clermont.fr";"03460";"Ecole Primaire Le Chêne et Le Roseau";"Allier";"57 Route De Paris";"Public"
"Vallon-en-Sully";"Elem";"ce.0030469u@ac-clermont.fr";"03190";"Ecole élémentaire Marius AUDRAS";"Allier";"Rue Jean Macé";"Public"
"Vallon-en-Sully";"Mater";"ce.0030471w@ac-clermont.fr";"03190";"Ecole maternelle";"Allier";"9 Rue Parc";"Public"
"Varennes-sur-Allier";"Elem";"ce.0030472x@ac-clermont.fr";"03150";"Ecole élémentaire George Sand";"Allier";"Place De L'Hôtel De Ville";"Public"
"Vaumas";"Elem";"ce.0030478d@ac-clermont.fr";"03220";"Ecole primaire Les Ecureuils";"Allier";"9 Rue De La Mairie";"Public"
"Chemilly";"Elem";"ce.0030515u@ac-clermont.fr";"03210";"Ecole Primaire";"Allier";"Le Bourg";"Public"
"Coulanges";"Elem";"ce.0030541x@ac-clermont.fr";"03470";"Ecole élémentaire";"Allier";"30 Rue Nationale";"Public"
"L'Arbresle";"Elem";"ce.0690342x@ac-lyon.fr";"69210";"Ecole primaire Lassagne-Dolto";"Rhône";"Place Pierre Marie Durand";"Public"
"Claveisolles";"Elem";"ce.0690359r@ac-lyon.fr";"69870";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Lyon 9e  Arrondissement";"Elem";"ce.0690391a@ac-lyon.fr";"69009";"Ecole élémentaire Les Fougères";"Rhône";"107 Rue Des Fougères";"Public"
"Lyon 9e  Arrondissement";"Elem";"ce.0690405r@ac-lyon.fr";"69009";"Ecole élémentaire Hector Berlioz";"Rhône";"192 Avenue Barthélémy Buyer";"Public"
"Lyon 9e  Arrondissement";"Elem";"ce.0690413z@ac-lyon.fr";"69009";"Ecole primaire d'application Les Grillons";"Rhône";"12 Rue Marc Boegner";"Public"
"Meys";"Elem";"ce.0690424l@ac-lyon.fr";"69610";"Ecole primaire";"Rhône";"65 Rue De Renard, Le Bourg";"Public"
"Belleville-en-Beaujolais";"Mater";"ce.0690442f@ac-lyon.fr";"69220";"Ecole maternelle Jean Macé";"Rhône";"14 Rue Francis Popy";"Public"
"Bron";"Mater";"ce.0690450p@ac-lyon.fr";"69500";"Ecole maternelle Jules Ferry";"Rhône";"10 Rue Louis Blanc";"Public"
"Bron";"Mater";"ce.0690453t@ac-lyon.fr";"69500";"Ecole maternelle Anatole France";"Rhône";"61 Rue De La Paix";"Public"
"Givors";"Mater";"ce.0690460a@ac-lyon.fr";"69700";"Ecole maternelle Edouard Herriot";"Rhône";"17 Rue Gambetta";"Public"
"Givors";"Mater";"ce.0690462c@ac-lyon.fr";"69700";"Ecole maternelle La Presqu'île";"Rhône";"8 Quai Des Martyrs Du 8 Février 1962";"Public"
"Irigny";"Mater";"ce.0690482z@ac-lyon.fr";"69540";"Ecole maternelle Hilaire Dunand";"Rhône";"22 Avenue De Verdun";"Public"
"Sainte-Foy-lès-Lyon";"Mater";"ce.0690495n@ac-lyon.fr";"69110";"Ecole maternelle Grange Bruyère";"Rhône";"39 Avenue Maréchal Foch";"Public"
"Saint-Genis-Laval";"Mater";"ce.0690498s@ac-lyon.fr";"69230";"Ecole maternelle Bergier Mouton";"Rhône";"3 Rue Emile Dorel";"Public"
"Vaulx-en-Velin";"Mater";"ce.0690500u@ac-lyon.fr";"69120";"Ecole maternelle Grandclément";"Rhône";"28 Rue Franklin";"Public"
